entidad_c,entifed1,ubicageo_d,municip1,narcum1,narcum2,narcum3,narcum4,narcum5,narcum6,narcum8,narcum9,narcum10,narcum11,narcum12,narcum13,narcum15,narcum16,narcum17,narcum18,narcum19,narcum20,narcum21,narcum22,narcum23,narcum24
14,JALISCO,14081,SANTA MARIA DE LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14082,SAYULA JAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14083,TALA JAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14084,TALPA DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14085,TAMAZULA DE GORDIANO JAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14086,TAPALPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14087,TECALITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14088,TECOLOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14089,TECHALUTA DE MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14090,TENAMAXTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14091,TEOCALTICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14092,TEOCUITATLAN DE CORONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14093,TEPATITLAN DE MORELOS JAL,.0571,68.0277,68.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.504,0,0,0,0
14,JALISCO,14094,TEQUILA JAL,.002,104.724,104.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14095,TEUCHITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14096,TIZAPAN EL ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14097,TLAJOMULCO DE ZUIGA JAL,0,401.375,401.358,.017,0,0,0,0,0,0,0,0,0,0,0,0,0,110.8,0,0,.123,0
14,JALISCO,14098,TLAQUEPAQUE JAL,1.525,726.714,726.709,.005,0,0,0,0,0,0,0,0,.005,0,0,0,0,0,0,0,0,0
14,JALISCO,14099,TOLIMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14100,TOMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14101,TONALA JAL,.007005,5.004,5.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14102,TONAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14103,TONILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14104,TOTATICHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14105,TOTOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14106,TUXCACUESCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14107,TUXCUECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14108,TUXPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14109,UNION DE SAN ANTONIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14110,UNION DE TULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14111,VALLE DE GUADALUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14112,VALLE DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14113,SAN GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14114,VILLA CORONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14115,VILLA GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14116,VILLA HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14117,CAÑADAS DE OBREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14118,YAHUALICA DE GONZALEZ GALLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14119,ZACOALCO DE TORRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14120,ZAPOPAN JAL,0,85.4355,85.4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14121,ZAPOTILTIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14122,ZAPOTITLAN DE VADILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14123,ZAPOTLAN DEL REY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14124,ZAPOTLANEJO JAL,0,10.0056,10.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14125,SAN IGNACIO CERRO GORDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,14997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,,,,
15,EDO MEXICO,15002,ACOLMAN MEX,.009,.028,.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15014,ATLACOMULCO MEX,0,867.791,867.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15020,COACALCO MEX,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15023,COYOTEPEC MEX,.002,.3,.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15033,ECATEPEC MEX,.0205,1.2877,1.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15037,HUIXQUILUCAN MEX,0,.015,.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15045,JILOTEPEC MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15057,NAUCALPAN MEX,.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15058,NEZAHUALCOYOTL MEX,.09952,.989,.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15061,NOPALTEPEC MEX,.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,0,0,0,0
15,EDO MEXICO,15062,OCOYOACAC MEX,0,109.865,109.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15065,OTUMBA MEX,0,.007,.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15081,TECAMAC MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15082,TEJUPILCO MEX,0,38.9,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,EDO MEXICO,15092,TEOTIHUACAN MEX,0,.02,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15095,TEPOTZOTLAN MEX,0,12.381,12.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15099,TEXCOCO MEX,0,.292,.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15104,TLALNEPANTLA MEX,.01585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15106,TOLUCA MEX,.078,2.59,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,EDO MEXICO,15121,CUAUTITLAN IZCALLI MEX,0,.0085,.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15001,ACAMBAY DE RUIZ CASTAÑEDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15003,ACULCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15004,ALMOLOYA DE ALQUISIRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15005,ALMOLOYA DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15006,ALMOLOYA DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15007,AMANALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15008,AMATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15009,AMECAMECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15010,APAXCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15011,ATENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15012,ATIZAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15013,ATIZAPAN DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15015,ATLAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15016,AXAPUSCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15017,AYAPANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15018,CALIMAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15019,CAPULHUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15021,COATEPEC HARINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15022,COCOTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15024,CUAUTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15025,CHALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15026,CHAPA DE MOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15027,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15028,CHIAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15029,CHICOLOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15030,CHICONCUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15031,CHIMALHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15032,DONATO GUERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15034,ECATZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15035,HUEHUETOCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15036,HUEYPOXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15038,ISIDRO FABELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15039,IXTAPALUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15040,IXTAPAN DE LA SAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15041,IXTAPAN DEL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15042,IXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15043,XALATLACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15044,JALTENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15046,JILOTZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15047,JIQUIPILCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15048,JOCOTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15049,JOQUICINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15050,JUCHITEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15051,LERMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15052,MALINALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15053,MELCHOR OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15054,METEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15055,MEXICALTZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15056,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15059,NEXTLALPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15060,NICOLAS ROMERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15063,OCUILAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15064,EL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15066,OTZOLOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15067,OTZOLOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15068,OZUMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15069,PAPALOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15070,LA PAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15071,POLOTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15072,RAYON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15073,SAN ANTONIO LA ISLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15074,SAN FELIPE DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15075,SAN MARTIN DE LAS PIRAMIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15076,SAN MATEO ATENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15077,SAN SIMON DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15078,SANTO TOMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15079,SOYANIQUILPAN DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15080,SULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15083,TEMAMATLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15084,TEMASCALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15085,TEMASCALCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15086,TEMASCALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15087,TEMOAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15088,TENANCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15089,TENANGO DEL AIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15090,TENANGO DEL VALLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15091,TEOLOYUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15093,TEPETLAOXTOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15094,TEPETLIXPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15096,TEQUIXQUIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15097,TEXCALTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15098,TEXCALYACAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15100,TEZOYUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15101,TIANGUISTENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15102,TIMILPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15103,TLALMANALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15105,TLATLAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15107,TONATICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15108,TULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15109,TULTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15110,VALLE DE BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15111,VILLA DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15112,VILLA DEL CARBON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15113,VILLA GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15114,VILLA VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15115,XONACATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15116,ZACAZONAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15117,ZACUALPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15118,ZINACANTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15119,ZUMPAHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15120,ZUMPANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15122,VALLE DE CHALCO SOLIDARIDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15123,LUVIANOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15124,SAN JOSE DEL RINCON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ESTADO DE MEXICO,15125,TONANITLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,MEXICO,15997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,,,,
16,MICHOACAN,16003,ALVARO OBREGON MIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.075,0,0,0,0
16,MICHOACAN,16006,APATZINGAN MIC,0,.21,.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16017,CONTEPEC MIC,0,25.5974,25.5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16020,CUITZEO MIC,0,.005,.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16053,MORELIA MIC,0,321.219,321.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0
16,MICHOACAN,16055,MUGICA MIC,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16063,PANINDICUARO MIC,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16088,TARIMBARO MIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN,16102,URUAPAN MIC,0,.04,.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16001,ACUITZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16002,AGUILILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16004,ANGAMACUTIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16005,ANGANGUEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16007,APORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16008,AQUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16009,ARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16010,ARTEAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16011,BRISEÑAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16012,BUENAVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16013,CARACUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16014,COAHUAYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACAN DE OCAMPO,16015,COALCOMAN DE VAZQUEZ PALLARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
