entidad_c,entifed1,ubicageo_d,municip1,totalca1
7,CHIAPAS,7028,CHIAPILLA,0
7,CHIAPAS,7029,CHICOASEN,0
7,CHIAPAS,7030,CHICOMUSELO,0
7,CHIAPAS,7031,CHILON,0
7,CHIAPAS,7032,ESCUINTLA,0
7,CHIAPAS,7033,FRANCISCO LEON,0
7,CHIAPAS,7034,FRONTERA COMALAPA,0
7,CHIAPAS,7035,FRONTERA HIDALGO,0
7,CHIAPAS,7036,LA GRANDEZA,0
7,CHIAPAS,7037,HUEHUETAN,0
7,CHIAPAS,7038,HUIXTAN,0
7,CHIAPAS,7039,HUITIUPAN,0
7,CHIAPAS,7040,HUIXTLA,0
7,CHIAPAS,7041,LA INDEPENDENCIA,0
7,CHIAPAS,7042,IXHUATAN,0
7,CHIAPAS,7043,IXTACOMITAN,0
7,CHIAPAS,7044,IXTAPA,0
7,CHIAPAS,7045,IXTAPANGAJOYA,0
7,CHIAPAS,7046,JIQUIPILAS,0
7,CHIAPAS,7047,JITOTOL,0
7,CHIAPAS,7048,JUAREZ,0
7,CHIAPAS,7049,LARRAINZAR,0
7,CHIAPAS,7050,LA LIBERTAD,0
7,CHIAPAS,7051,MAPASTEPEC,0
7,CHIAPAS,7052,LAS MARGARITAS,0
7,CHIAPAS,7053,MAZAPA DE MADERO,0
7,CHIAPAS,7054,MAZATAN,0
7,CHIAPAS,7055,METAPA,0
7,CHIAPAS,7056,MITONTIC,0
7,CHIAPAS,7057,MOTOZINTLA,0
7,CHIAPAS,7058,NICOLAS RUIZ,0
7,CHIAPAS,7059,OCOSINGO,0
7,CHIAPAS,7060,OCOTEPEC,0
7,CHIAPAS,7061,OCOZOCOAUTLA DE ESPINOSA,0
7,CHIAPAS,7062,OSTUACAN,0
7,CHIAPAS,7063,OSUMACINTA,0
7,CHIAPAS,7064,OXCHUC,0
7,CHIAPAS,7065,PALENQUE,0
7,CHIAPAS,7066,PANTELHO,0
7,CHIAPAS,7067,PANTEPEC,0
7,CHIAPAS,7068,PICHUCALCO,0
7,CHIAPAS,7069,PIJIJIAPAN,0
7,CHIAPAS,7070,EL PORVENIR,0
7,CHIAPAS,7071,VILLA COMALTITLAN,0
7,CHIAPAS,7072,PUEBLO NUEVO SOLISTAHUACAN,0
7,CHIAPAS,7073,RAYON,0
7,CHIAPAS,7074,REFORMA,0
7,CHIAPAS,7075,LAS ROSAS,0
7,CHIAPAS,7076,SABANILLA,0
7,CHIAPAS,7077,SALTO DE AGUA,0
7,CHIAPAS,7078,SAN CRISTOBAL DE LAS CASAS,0
7,CHIAPAS,7079,SAN FERNANDO,0
7,CHIAPAS,7080,SILTEPEC,0
7,CHIAPAS,7081,SIMOJOVEL,0
7,CHIAPAS,7082,SITALA,0
7,CHIAPAS,7083,SOCOLTENANGO,0
7,CHIAPAS,7084,SOLOSUCHIAPA,0
7,CHIAPAS,7085,SOYALO,0
7,CHIAPAS,7086,SUCHIAPA,0
7,CHIAPAS,7087,SUCHIATE,0
7,CHIAPAS,7088,SUNUAPA,0
7,CHIAPAS,7089,TAPACHULA,0
7,CHIAPAS,7090,TAPALAPA,0
7,CHIAPAS,7091,TAPILULA,0
7,CHIAPAS,7092,TECPATAN,0
7,CHIAPAS,7093,TENEJAPA,0
7,CHIAPAS,7094,TEOPISCA,0
7,CHIAPAS,7096,TILA,0
7,CHIAPAS,7097,TONALA,0
7,CHIAPAS,7098,TOTOLAPA,0
7,CHIAPAS,7099,LA TRINITARIA,0
7,CHIAPAS,7100,TUMBALA,0
7,CHIAPAS,7101,TUXTLA GUTIERREZ,0
7,CHIAPAS,7102,TUXTLA CHICO,0
7,CHIAPAS,7103,TUZANTAN,0
7,CHIAPAS,7104,TZIMOL,0
7,CHIAPAS,7105,UNION JUAREZ,0
7,CHIAPAS,7106,VENUSTIANO CARRANZA,0
7,CHIAPAS,7107,VILLA CORZO,0
7,CHIAPAS,7108,VILLAFLORES,0
7,CHIAPAS,7109,YAJALON,0
7,CHIAPAS,7110,SAN LUCAS,0
7,CHIAPAS,7111,ZINACANTAN,0
7,CHIAPAS,7112,SAN JUAN CANCUC,0
7,CHIAPAS,7113,ALDAMA,0
7,CHIAPAS,7114,BENEMERITO DE LAS AMERICAS,0
7,CHIAPAS,7115,MARAVILLA TENEJAPA,0
7,CHIAPAS,7116,MARQUES DE COMILLAS,0
7,CHIAPAS,7117,MONTECRISTO DE GUERRERO,0
7,CHIAPAS,7118,SAN ANDRES DURAZNAL,0
7,CHIAPAS,7119,SANTIAGO EL PINAR,0
7,CHIAPAS,7120,CAPITAN LUIS ANGEL VIDAL,0
7,CHIAPAS,7121,RINCON CHAMULA SAN PEDRO,0
7,CHIAPAS,7122,EL PARRAL,0
7,CHIAPAS,7123,EMILIANO ZAPATA,0
7,CHIAPAS,7124,MEZCALAPA,0
7,CHIAPAS,7997,NO ESPECIFICADO,
8,CHIHUAHUA,8001,AHUMADA,0
8,CHIHUAHUA,8002,ALDAMA,0
8,CHIHUAHUA,8003,ALLENDE,0
8,CHIHUAHUA,8004,AQUILES SERDAN,0
8,CHIHUAHUA,8005,ASCENSION,0
8,CHIHUAHUA,8006,BACHINIVA,0
8,CHIHUAHUA,8007,BALLEZA,0
8,CHIHUAHUA,8008,BATOPILAS DE MANUEL GOMEZ MORIN,0
8,CHIHUAHUA,8009,BOCOYNA,0
8,CHIHUAHUA,8010,BUENAVENTURA,0
8,CHIHUAHUA,8011,CAMARGO,0
8,CHIHUAHUA,8012,CARICHI,0
8,CHIHUAHUA,8013,CASAS GRANDES,0
8,CHIHUAHUA,8014,CORONADO,0
8,CHIHUAHUA,8015,COYAME DEL SOTOL,0
8,CHIHUAHUA,8016,LA CRUZ,0
8,CHIHUAHUA,8017,CUAUHTEMOC,0
8,CHIHUAHUA,8018,CUSIHUIRIACHI,0
8,CHIHUAHUA,8019,CHIHUAHUA,0
8,CHIHUAHUA,8020,CHINIPAS,0
8,CHIHUAHUA,8021,DELICIAS,0
8,CHIHUAHUA,8022,DR BELISARIO DOMINGUEZ,0
8,CHIHUAHUA,8023,GALEANA,0
8,CHIHUAHUA,8024,SANTA ISABEL,0
8,CHIHUAHUA,8025,GOMEZ FARIAS,0
8,CHIHUAHUA,8026,GRAN MORELOS,0
8,CHIHUAHUA,8027,GUACHOCHI,0
8,CHIHUAHUA,8028,GUADALUPE,0
8,CHIHUAHUA,8029,GUADALUPE Y CALVO,0
8,CHIHUAHUA,8030,GUAZAPARES,0
8,CHIHUAHUA,8031,GUERRERO,0
8,CHIHUAHUA,8032,HIDALGO DEL PARRAL,0
8,CHIHUAHUA,8033,HUEJOTITAN,0
8,CHIHUAHUA,8034,IGNACIO ZARAGOZA,0
8,CHIHUAHUA,8035,JANOS,0
8,CHIHUAHUA,8036,JIMENEZ,0
8,CHIHUAHUA,8037,JUAREZ,0
8,CHIHUAHUA,8038,JULIMES,0
8,CHIHUAHUA,8039,LOPEZ,0
8,CHIHUAHUA,8040,MADERA,0
8,CHIHUAHUA,8041,MAGUARICHI,0
8,CHIHUAHUA,8042,MANUEL BENAVIDES,0
8,CHIHUAHUA,8043,MATACHI,0
8,CHIHUAHUA,8044,MATAMOROS,0
8,CHIHUAHUA,8045,MEOQUI,0
8,CHIHUAHUA,8046,MORELOS,0
8,CHIHUAHUA,8047,MORIS,0
8,CHIHUAHUA,8048,NAMIQUIPA,0
8,CHIHUAHUA,8049,NONOAVA,0
8,CHIHUAHUA,8050,NUEVO CASAS GRANDES,0
8,CHIHUAHUA,8051,OCAMPO,0
8,CHIHUAHUA,8052,OJINAGA,0
8,CHIHUAHUA,8053,PRAXEDIS G GUERRERO,0
8,CHIHUAHUA,8054,RIVA PALACIO,0
8,CHIHUAHUA,8055,ROSALES,0
8,CHIHUAHUA,8056,ROSARIO,0
8,CHIHUAHUA,8057,SAN FRANCISCO DE BORJA,0
8,CHIHUAHUA,8058,SAN FRANCISCO DE CONCHOS,0
8,CHIHUAHUA,8059,SAN FRANCISCO DEL ORO,0
8,CHIHUAHUA,8060,SANTA BARBARA,0
8,CHIHUAHUA,8061,SATEVO,0
8,CHIHUAHUA,8062,SAUCILLO,0
8,CHIHUAHUA,8063,TEMOSACHIC,0
8,CHIHUAHUA,8064,EL TULE,0
8,CHIHUAHUA,8065,URIQUE,0
8,CHIHUAHUA,8066,URUACHI,0
8,CHIHUAHUA,8067,VALLE DE ZARAGOZA,0
8,CHIHUAHUA,8997,NO ESPECIFICADO,
9,CIUDAD DE MEXICO,9002,AZCAPOTZALCO,0
9,CIUDAD DE MEXICO,9003,COYOACAN,0
9,CIUDAD DE MEXICO,9004,CUAJIMALPA DE MORELOS,0
9,CIUDAD DE MEXICO,9005,GUSTAVO A MADERO,0
9,CIUDAD DE MEXICO,9006,IZTACALCO,0
9,CIUDAD DE MEXICO,9007,IZTAPALAPA,0
9,CIUDAD DE MEXICO,9008,LA MAGDALENA CONTRERAS,0
9,CIUDAD DE MEXICO,9009,MILPA ALTA,0
9,CIUDAD DE MEXICO,9010,ALVARO OBREGON,0
9,CIUDAD DE MEXICO,9011,TLAHUAC,0
9,CIUDAD DE MEXICO,9012,TLALPAN,0
9,CIUDAD DE MEXICO,9013,XOCHIMILCO,0
9,CIUDAD DE MEXICO,9014,BENITO JUAREZ,0
9,CIUDAD DE MEXICO,9015,CUAUHTEMOC,0
9,CIUDAD DE MEXICO,9016,MIGUEL HIDALGO,0
9,CIUDAD DE MEXICO,9017,VENUSTIANO CARRANZA,0
9,CIUDAD DE MEXICO,9997,NO ESPECIFICADO,
10,DURANGO,10001,CANATLAN,0
10,DURANGO,10002,CANELAS,0
10,DURANGO,10003,CONETO DE COMONFORT,0
10,DURANGO,10004,CUENCAME,0
10,DURANGO,10005,DURANGO,0
10,DURANGO,10006,GENERAL SIMON BOLIVAR,0
10,DURANGO,10007,GOMEZ PALACIO,1
10,DURANGO,10008,GUADALUPE VICTORIA,0
10,DURANGO,10009,GUANACEVI,0
10,DURANGO,10010,HIDALGO,0
10,DURANGO,10011,INDE,0
10,DURANGO,10012,LERDO,0
10,DURANGO,10013,MAPIMI,0
10,DURANGO,10014,MEZQUITAL,0
10,DURANGO,10015,NAZAS,0
10,DURANGO,10016,NOMBRE DE DIOS,0
10,DURANGO,10017,OCAMPO,0
10,DURANGO,10018,EL ORO,0
10,DURANGO,10019,OTAEZ,0
10,DURANGO,10020,PANUCO DE CORONADO,0
10,DURANGO,10021,PEÑON BLANCO,0
10,DURANGO,10022,POANAS,0
10,DURANGO,10023,PUEBLO NUEVO,0
10,DURANGO,10024,RODEO,0
10,DURANGO,10025,SAN BERNARDO,0
10,DURANGO,10026,SAN DIMAS,0
10,DURANGO,10027,SAN JUAN DE GUADALUPE,0
10,DURANGO,10028,SAN JUAN DEL RIO,0
10,DURANGO,10029,SAN LUIS DEL CORDERO,0
10,DURANGO,10030,SAN PEDRO DEL GALLO,0
10,DURANGO,10031,SANTA CLARA,0
10,DURANGO,10032,SANTIAGO PAPASQUIARO,0
10,DURANGO,10033,SUCHIL,0
10,DURANGO,10034,TAMAZULA,0
10,DURANGO,10035,TEPEHUANES,0
10,DURANGO,10036,TLAHUALILO,0
10,DURANGO,10037,TOPIA,0
10,DURANGO,10038,VICENTE GUERRERO,0
10,DURANGO,10039,NUEVO IDEAL,0
10,DURANGO,10997,NO ESPECIFICADO,
11,GUANAJUATO,11001,ABASOLO,0
11,GUANAJUATO,11002,ACAMBARO,0
11,GUANAJUATO,11003,SAN MIGUEL DE ALLENDE,0
11,GUANAJUATO,11004,APASEO EL ALTO,0
11,GUANAJUATO,11005,APASEO EL GRANDE,0
11,GUANAJUATO,11006,ATARJEA,0
11,GUANAJUATO,11007,CELAYA,0
11,GUANAJUATO,11008,MANUEL DOBLADO,0
11,GUANAJUATO,11009,COMONFORT,0
11,GUANAJUATO,11010,CORONEO,0
11,GUANAJUATO,11011,CORTAZAR,0
11,GUANAJUATO,11012,CUERAMARO,0
11,GUANAJUATO,11013,DOCTOR MORA,0
11,GUANAJUATO,11014,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,0
11,GUANAJUATO,11015,GUANAJUATO,0
11,GUANAJUATO,11016,HUANIMARO,0
11,GUANAJUATO,11017,IRAPUATO,0
11,GUANAJUATO,11018,JARAL DEL PROGRESO,0
11,GUANAJUATO,11019,JERECUARO,0
11,GUANAJUATO,11020,LEON,0
11,GUANAJUATO,11021,MOROLEON,0
11,GUANAJUATO,11022,OCAMPO,0
11,GUANAJUATO,11023,PENJAMO,0
11,GUANAJUATO,11024,PUEBLO NUEVO,0
11,GUANAJUATO,11025,PURISIMA DEL RINCON,0
11,GUANAJUATO,11026,ROMITA,0
11,GUANAJUATO,11027,SALAMANCA,0
11,GUANAJUATO,11028,SALVATIERRA,0
11,GUANAJUATO,11029,SAN DIEGO DE LA UNION,0
11,GUANAJUATO,11030,SAN FELIPE,0
11,GUANAJUATO,11031,SAN FRANCISCO DEL RINCON,0
11,GUANAJUATO,11032,SAN JOSE ITURBIDE,0
11,GUANAJUATO,11033,SAN LUIS DE LA PAZ,0
11,GUANAJUATO,11034,SANTA CATARINA,0
11,GUANAJUATO,11035,SANTA CRUZ DE JUVENTINO ROSAS,0
11,GUANAJUATO,11036,SANTIAGO MARAVATIO,0
11,GUANAJUATO,11037,SILAO DE LA VICTORIA,0
11,GUANAJUATO,11038,TARANDACUAO,0
11,GUANAJUATO,11039,TARIMORO,0
11,GUANAJUATO,11040,TIERRA BLANCA,0
11,GUANAJUATO,11041,URIANGATO,0
11,GUANAJUATO,11042,VALLE DE SANTIAGO,0
11,GUANAJUATO,11043,VICTORIA,0
11,GUANAJUATO,11044,VILLAGRAN,0
11,GUANAJUATO,11045,XICHU,0
11,GUANAJUATO,11046,YURIRIA,0
11,GUANAJUATO,11997,NO ESPECIFICADO,
12,GUERRERO,12001,ACAPULCO DE JUAREZ,0
12,GUERRERO,12002,AHUACUOTZINGO,0
12,GUERRERO,12003,AJUCHITLAN DEL PROGRESO,0
12,GUERRERO,12004,ALCOZAUCA DE GUERRERO,0
12,GUERRERO,12005,ALPOYECA,0
12,GUERRERO,12006,APAXTLA,0
12,GUERRERO,12007,ARCELIA,0
12,GUERRERO,12008,ATENANGO DEL RIO,0
12,GUERRERO,12009,ATLAMAJALCINGO DEL MONTE,0
12,GUERRERO,12010,ATLIXTAC,0
12,GUERRERO,12011,ATOYAC DE ALVAREZ,0
12,GUERRERO,12012,AYUTLA DE LOS LIBRES,0
12,GUERRERO,12013,AZOYU,0
12,GUERRERO,12014,BENITO JUAREZ,0
12,GUERRERO,12015,BUENAVISTA DE CUELLAR,0
12,GUERRERO,12016,COAHUAYUTLA DE JOSE MARIA IZAZAGA,0
12,GUERRERO,12017,COCULA,0
12,GUERRERO,12018,COPALA,0
12,GUERRERO,12019,COPALILLO,0
12,GUERRERO,12020,COPANATOYAC,0
12,GUERRERO,12021,COYUCA DE BENITEZ,0
12,GUERRERO,12022,COYUCA DE CATALAN,0
12,GUERRERO,12023,CUAJINICUILAPA,0
12,GUERRERO,12024,CUALAC,0
12,GUERRERO,12025,CUAUTEPEC,0
12,GUERRERO,12026,CUETZALA DEL PROGRESO,0
12,GUERRERO,12027,CUTZAMALA DE PINZON,0
12,GUERRERO,12028,CHILAPA DE ALVAREZ,0
12,GUERRERO,12029,CHILPANCINGO DE LOS BRAVO,0
12,GUERRERO,12030,FLORENCIO VILLARREAL,0
12,GUERRERO,12031,GENERAL CANUTO A NERI,0
12,GUERRERO,12032,GENERAL HELIODORO CASTILLO,0
12,GUERRERO,12033,HUAMUXTITLAN,0
12,GUERRERO,12034,HUITZUCO DE LOS FIGUEROA,0
12,GUERRERO,12035,IGUALA DE LA INDEPENDENCIA,0
12,GUERRERO,12036,IGUALAPA,0
12,GUERRERO,12037,IXCATEOPAN DE CUAUHTEMOC,0
12,GUERRERO,12038,ZIHUATANEJO DE AZUETA,0
12,GUERRERO,12039,JUAN R ESCUDERO,0
12,GUERRERO,12040,LEONARDO BRAVO,0
12,GUERRERO,12041,MALINALTEPEC,0
12,GUERRERO,12042,MARTIR DE CUILAPAN,0
12,GUERRERO,12043,METLATONOC,0
12,GUERRERO,12044,MOCHITLAN,0
12,GUERRERO,12045,OLINALA,0
12,GUERRERO,12046,OMETEPEC,0
12,GUERRERO,12047,PEDRO ASCENCIO ALQUISIRAS,0
12,GUERRERO,12048,PETATLAN,0
12,GUERRERO,12049,PILCAYA,0
12,GUERRERO,12050,PUNGARABATO,0
12,GUERRERO,12051,QUECHULTENANGO,0
12,GUERRERO,12052,SAN LUIS ACATLAN,0
12,GUERRERO,12053,SAN MARCOS,0
12,GUERRERO,12054,SAN MIGUEL TOTOLAPAN,0
12,GUERRERO,12055,TAXCO DE ALARCON,0
12,GUERRERO,12056,TECOANAPA,0
12,GUERRERO,12057,TECPAN DE GALEANA,0
12,GUERRERO,12058,TELOLOAPAN,0
12,GUERRERO,12059,TEPECOACUILCO DE TRUJANO,0
12,GUERRERO,12060,TETIPAC,0
12,GUERRERO,12061,TIXTLA DE GUERRERO,0
12,GUERRERO,12062,TLACOACHISTLAHUACA,0
12,GUERRERO,12063,TLACOAPA,0
12,GUERRERO,12064,TLALCHAPA,0
12,GUERRERO,12065,TLALIXTAQUILLA DE MALDONADO,0
12,GUERRERO,12066,TLAPA DE COMONFORT,0
12,GUERRERO,12067,TLAPEHUALA,0
12,GUERRERO,12068,LA UNION DE ISIDORO MONTES DE OCA,0
12,GUERRERO,12069,XALPATLAHUAC,0
12,GUERRERO,12070,XOCHIHUEHUETLAN,0
12,GUERRERO,12071,XOCHISTLAHUACA,0
12,GUERRERO,12072,ZAPOTITLAN TABLAS,0
12,GUERRERO,12073,ZIRANDARO,0
12,GUERRERO,12074,ZITLALA,0
12,GUERRERO,12075,EDUARDO NERI,0
12,GUERRERO,12076,ACATEPEC,0
12,GUERRERO,12077,MARQUELIA,0
12,GUERRERO,12078,COCHOAPA EL GRANDE,0
12,GUERRERO,12079,JOSE JOAQUIN DE HERRERA,0
12,GUERRERO,12080,JUCHITAN,0
12,GUERRERO,12081,ILIATENCO,0
12,GUERRERO,12997,NO ESPECIFICADO,
13,HIDALGO,13001,ACATLAN,0
13,HIDALGO,13002,ACAXOCHITLAN,0
13,HIDALGO,13003,ACTOPAN,0
13,HIDALGO,13004,AGUA BLANCA DE ITURBIDE,0
13,HIDALGO,13005,AJACUBA,0
13,HIDALGO,13006,ALFAJAYUCAN,0
13,HIDALGO,13007,ALMOLOYA,0
13,HIDALGO,13008,APAN,0
13,HIDALGO,13009,EL ARENAL,0
13,HIDALGO,13010,ATITALAQUIA,0
13,HIDALGO,13011,ATLAPEXCO,0
13,HIDALGO,13012,ATOTONILCO EL GRANDE,0
13,HIDALGO,13013,ATOTONILCO DE TULA,0
13,HIDALGO,13014,CALNALI,0
13,HIDALGO,13015,CARDONAL,0
13,HIDALGO,13016,CUAUTEPEC DE HINOJOSA,0
13,HIDALGO,13017,CHAPANTONGO,0
13,HIDALGO,13018,CHAPULHUACAN,0
13,HIDALGO,13019,CHILCUAUTLA,0
13,HIDALGO,13020,ELOXOCHITLAN,0
13,HIDALGO,13021,EMILIANO ZAPATA,0
13,HIDALGO,13022,EPAZOYUCAN,0
13,HIDALGO,13023,FRANCISCO I MADERO,0
13,HIDALGO,13024,HUASCA DE OCAMPO,0
13,HIDALGO,13025,HUAUTLA,0
13,HIDALGO,13026,HUAZALINGO,0
13,HIDALGO,13027,HUEHUETLA,0
13,HIDALGO,13028,HUEJUTLA DE REYES,0
13,HIDALGO,13029,HUICHAPAN,5
13,HIDALGO,13030,IXMIQUILPAN,0
13,HIDALGO,13031,JACALA DE LEDEZMA,0
13,HIDALGO,13032,JALTOCAN,0
13,HIDALGO,13033,JUAREZ HIDALGO,0
13,HIDALGO,13034,LOLOTLA,0
13,HIDALGO,13035,METEPEC,0
13,HIDALGO,13036,SAN AGUSTIN METZQUITITLAN,0
13,HIDALGO,13037,METZTITLAN,0
13,HIDALGO,13038,MINERAL DEL CHICO,0
13,HIDALGO,13039,MINERAL DEL MONTE,3
13,HIDALGO,13040,LA MISION,0
13,HIDALGO,13041,MIXQUIAHUALA DE JUAREZ,0
13,HIDALGO,13042,MOLANGO DE ESCAMILLA,0
13,HIDALGO,13043,NICOLAS FLORES,0
13,HIDALGO,13044,NOPALA DE VILLAGRAN,8
13,HIDALGO,13045,OMITLAN DE JUAREZ,0
13,HIDALGO,13046,SAN FELIPE ORIZATLAN,0
13,HIDALGO,13047,PACULA,0
13,HIDALGO,13048,PACHUCA DE SOTO,0
13,HIDALGO,13049,PISAFLORES,0
13,HIDALGO,13050,PROGRESO DE OBREGON,0
13,HIDALGO,13051,MINERAL DE LA REFORMA,1
13,HIDALGO,13052,SAN AGUSTIN TLAXIACA,0
13,HIDALGO,13053,SAN BARTOLO TUTOTEPEC,0
13,HIDALGO,13054,SAN SALVADOR,0
13,HIDALGO,13055,SANTIAGO DE ANAYA,0
13,HIDALGO,13056,SANTIAGO TULANTEPEC DE LUGO GUERRERO,0
13,HIDALGO,13057,SINGUILUCAN,0
13,HIDALGO,13058,TASQUILLO,0
13,HIDALGO,13059,TECOZAUTLA,0
13,HIDALGO,13060,TENANGO DE DORIA,0
13,HIDALGO,13061,TEPEAPULCO,0
13,HIDALGO,13062,TEPEHUACAN DE GUERRERO,0
13,HIDALGO,13063,TEPEJI DEL RIO DE OCAMPO,0
