COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
narmed1,Cocaína (en kilogramos),SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed2,"Cannabis sativa, indica o mariguana (en kilogramos) - Total",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed3,"Cannabis sativa, indica o mariguana (en kilogramos) - Hojas",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed4,"Cannabis sativa, indica o mariguana (en kilogramos) - Hashis",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed5,"Cannabis sativa, indica o mariguana (en kilogramos) - Semillas",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed6,"Cannabis sativa, indica o mariguana (en kilogramos) - Plantas",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed7,"Cannabis sativa, indica o mariguana (en kilogramos) - No identificado",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed9,Amapola adormidera (opiáceos) (en kilogramos) - Total,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed10,Amapola adormidera (opiáceos) (en kilogramos) - Semillas,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed11,Amapola adormidera (opiáceos) (en kilogramos) - Goma,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed12,Amapola adormidera (opiáceos) (en kilogramos) - Heroína,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed13,Amapola adormidera (opiáceos) (en kilogramos) - Morfina,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed14,Amapola adormidera (opiáceos) (en kilogramos) - Plantas y/o bulbos,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed15,Amapola adormidera (opiáceos) (en kilogramos) - No identificado,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed17,Lisergida (LSD) (en kilogramos),SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed18,"MDA, Metilendioxianfetamina - Total en kilogramos",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed19,"MDA, Metilendioxianfetamina - Total por unidad (tableta o cápsula)",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed20,"MDMA, dl-34-metilendioxi-n-dimetilfeniletilamina - Total en kilogramos",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed21,"MDMA, dl-34-metilendioxi-n-dimetilfeniletilamina - Total por unidad (tableta o cápsula)",SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed22,Metanfetamina - Total en kilogramos,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed23,Metanfetamina - Total por unidad (tableta o cápsula),SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed24,Psicotrópicos (tableta o cápsula),SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed25,Fentanilo - Total en kilogramos,SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
narmed26,Fentanilo - Total por unidad (tableta o cápsula),SECC IV. 9,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
